threads,tps,avgLat
1,5240.916905330606,0.17384546090007405
4,18835.288091551716,0.1953984223997935
16,28043.753185059555,0.5222278581998296
64,29419.597976693032,1.6878206753998826
256,29684.27182152685,3.601738426799886
