threads,run,elapsed,tps,avg_lat,p50_lat,p95_lat,p99_lat
128,5,0.5580472429999759,35839.25958039518,1.7378202638000275,1.4697370000078536,2.940995999978213,12.16366599999219
128,6,0.5530630519999988,36162.24213075807,2.090012021149954,1.3816230000145424,5.125191999979961,24.461876000003713
128,7,0.5630761479999933,35519.17457530138,2.7954519740499135,1.8092120000119394,10.170216000005894,34.59125200001267
128,8,0.5560500750000017,35967.983638883496,2.188933907800025,1.9954720000043835,3.539567999979454,24.651151000000482
128,9,0.5468155889999764,36575.4020227848,2.28364203940003,2.090932000015755,3.522654000022385,17.064009999984364
256,0,0.5617865400000142,35600.710547460774,2.075913170100017,1.332371000017929,2.7415529999927912,39.70910900000035
256,1,0.5244092760000001,38138.15070654852,2.2428896601998547,1.0142739999992045,4.812824000026694,33.89151000001789
256,2,0.5269351110000002,37955.33754060278,2.2338074083999757,1.18138399997747,6.048681000009992,32.16535199999271
256,3,0.5535741260000009,36128.85621030627,3.0805942693999526,1.391302000001815,14.101036999988992,34.95562700001642
256,4,0.5955490849999876,33582.45441683521,2.457064645099976,1.3837719999969522,3.384597000007261,46.725777999995444
256,5,0.5649950769999919,35398.538525673364,3.334802543800093,1.8912860000170895,11.941219000021874,47.54861300000357
256,6,0.5368118000000095,37257.00515525114,2.291490227300032,1.3904289999970842,3.508414000009452,31.957318999985773
256,7,0.5622701329999984,35570.091360339175,2.912857258450073,1.5032519999920169,8.911478999976907,31.806041000010055
256,8,0.585935610000007,34133.44343416806,2.282152402350003,1.2302640000143583,5.2733970000247155,35.29916700000513
256,9,0.5926842269999781,33744.78194102631,2.002259903100021,1.4285780000022896,4.079820000015388,18.57059600001776
512,0,0.6284818640000083,31822.716208084148,1.928282481749997,1.0095869999986462,3.208024999992176,32.13125599998534
512,1,0.6403016360000038,31235.278617966676,2.107404332849735,1.4866469999788023,3.8155070000129854,28.916731999999
512,2,0.6007397710000077,33292.2855543715,1.8990228144500236,1.0134659999891937,3.227226000007022,28.534506999989162
512,3,0.6079598569999973,32896.90884969086,2.919535657450008,1.615665000002764,9.746161999999003,37.59370199998102
512,4,0.616908240000015,32419.732308972747,1.676759692300014,0.8984239999847432,3.0514700000026096,30.977818999986084
512,5,0.6132191040000237,32614.769940369028,1.4258875921999348,0.9392730000001848,2.344118999985767,11.395856000007143
512,6,0.6164084150000235,32446.020387309665,1.2430143590000184,0.8605470000020432,2.145399999989195,5.224518999995098
512,7,0.6248010879999981,32010.18753667737,1.397821609700165,0.8337790000041423,2.5977859999954944,12.565069999993739
512,8,0.593798616000015,33681.45270314927,2.0822126879999843,0.7737960000042676,6.6800220000118316,31.53819000002045
512,9,0.6186366029999988,32329.157219298966,2.734330488499934,0.9816419999992831,8.984108999982254,31.069223999992346
1024,0,0.6918728170000179,28907.046943570673,1.5455744475500013,0.6192580000004,2.665396999987024,22.94840400000453
1024,1,0.6774474609999857,29522.584630367997,1.6737025157500895,0.6449009999869304,3.645901000027152,21.570845000013605
1024,2,0.6677712940000049,29950.373997358223,1.8335691458500207,0.8141490000070917,4.354208000023618,16.55459200000564
1024,3,0.6837084120000156,29252.236258868117,1.645785062349971,0.7961190000003171,3.8389670000071874,16.055839999978616
1024,4,0.6906322660000228,28958.971343512843,1.3729782943500197,0.772103000002744,2.366737000016883,13.876106999987314
1024,5,0.6804675280000083,29391.556800341186,1.517523051700009,0.8168269999941913,3.2900920000145106,13.368170000006785
1024,6,0.6873668880000139,29096.542689440106,1.8336839013001296,1.0165730000153417,3.929467999995495,17.053481999994347
1024,7,0.7047468219999757,28378.985723188813,1.6057092420000316,0.8008249999988948,2.977793000013662,21.651702999974987
1024,8,0.6963638430000003,28720.61810940404,1.5367692900000223,0.9764529999927163,3.2187510000198927,15.36405100000593
1024,9,0.718471586000021,27836.86980768007,2.697079347050064,1.1318859999960296,5.66512999998281,28.89440299998114
2048,0,0.8434510879999948,23712.10409773059,1.1934555068499093,0.29949800000395044,2.6091329999928803,22.92958800001088
2048,1,0.8296614580000039,24106.218032849618,1.5443827634500749,0.28099800002223674,3.315154999995684,24.618926000016472
2048,2,0.8578565419999791,23313.92140855235,1.2411057153499656,0.2915800000096169,2.654237000001558,9.520277999996551
2048,3,0.8193263339999817,24410.298033946077,1.427534593149936,0.30991700000981837,3.7134089999995012,11.498484000014741
2048,4,0.8154110049999872,24527.508063250036,1.401899163550037,0.31968700000106764,3.218599000007316,15.78562000000261
2048,5,0.8627713879999988,23181.111796442685,1.3626620997498975,0.2906650000227273,2.3900250000110645,24.153576999992765
2048,6,0.8436455949999981,23706.637145423658,1.229632046899927,0.3148589999852902,2.2003320000010262,8.741302000004225
2048,7,0.8715663429999836,22947.19175497163,1.0616752136000271,0.30378900001437614,3.200888000009172,7.250063000014961
2048,8,0.8354532900000038,23939.100173990468,1.2545802317500219,0.3087279999931525,3.2045689999904425,12.058249000006072
2048,9,0.8378633920000027,23870.23969654463,1.3416290693500188,0.29117099998643425,2.385473999993337,28.336394999996628
