threads,tps,avg_lat
1,1415.8040429542389,0.6932821920500019
4,5562.562376992635,0.7123981295499611
16,20781.89424846322,0.7584529837999661
64,56929.205899489054,1.0594035896499936
256,97880.02534035695,1.2691721609500017
